#1.3
5849	40	16	13
id	gene_id	new_ID	gene_name	Gene.description..RefSeq.	Gene.description..PATRIC.	Gene.description..KEGG..based.on.PA14	KO.term	Category	Feature.Type	PAO1_ID	Length..nucleotides.	Length..amino.acids.	Molecular.Weight..predicted.	Isoelectric.Point..predicted.	Subcellular.Localization..Confidence.Class.	gene.num	MOCP_0193:rhamnose:0.00000%:CRISPRi_noguide:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_ctrlg:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_rhlR:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_folA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_gyrA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-gyrB:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-parC:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-ssb:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-lptA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi_lptD:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-lptE:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-dxr:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-lpxC:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-mreB:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-leuS:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-rpoB:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-rpsL:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-rplJ:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-murA:600min:A	MOCP_0193:rhamnose:0.00000%:CRISPRi-pbpA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_ctrlg:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_rhlR:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_folA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_gyrA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-gyrB:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-parC:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-ssb:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-lptA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_lptD:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi_noguide:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-lptE:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-dxr:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-lpxC:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-mreB:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-leuS:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-rpoB:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-rpsL:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-rplJ:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-murA:600min:A	MOCP_0193:rhamnose:0.05000%:CRISPRi-pbpA:600min:A
project_id	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193	MOCP_0193
strain_id	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	CRISPRi_noguide	CRISPRi_ctrlg	CRISPRi_rhlR	CRISPRi_folA	CRISPRi_gyrA	CRISPRi-gyrB	CRISPRi-parC	CRISPRi-ssb	CRISPRi-lptA	CRISPRi_lptD	CRISPRi-lptE	CRISPRi-dxr	CRISPRi-lpxC	CRISPRi-mreB	CRISPRi-leuS	CRISPRi-rpoB	CRISPRi-rpsL	CRISPRi-rplJ	CRISPRi-murA	CRISPRi-pbpA	CRISPRi_ctrlg	CRISPRi_rhlR	CRISPRi_folA	CRISPRi_gyrA	CRISPRi-gyrB	CRISPRi-parC	CRISPRi-ssb	CRISPRi-lptA	CRISPRi_lptD	CRISPRi_noguide	CRISPRi-lptE	CRISPRi-dxr	CRISPRi-lpxC	CRISPRi-mreB	CRISPRi-leuS	CRISPRi-rpoB	CRISPRi-rpsL	CRISPRi-rplJ	CRISPRi-murA	CRISPRi-pbpA
x_dose_mic_high_inoculum	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	na	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PA14_00010	PA14_00010	PA14_RS00005	dnaA	chromosomal replication initiation protein	Chromosomal replication initiator protein DnaA	chromosomal replication initiator protein	K02313	core genome single copy	CDS	PA0001	1545	515	57.7	8.88	Cytoplasmic [Class 3]	gene0	-0.1187	-0.966	-0.6634	-0.819	1.0512	-0.1517	-0.4376	-0.0149	0.2427	-0.5358	-0.2739	-0.396	-0.5913	-0.5819	-0.8118	-1.2058	-0.8217	-0.5221	-0.6535	-0.6125	-0.4584	-0.4784	0.4781	2.8429	2.1232	0.4392	0.4125	2.1344	0.1981	-0.218	1.3967	1.7782	0.1278	0.7504	2.2091	2.0666	2.3354	2.5712	0.4238	0.2017
PA14_00020	PA14_00020	PA14_RS00010	dnaN	DNA polymerase III subunit beta	DNA polymerase III beta subunit (EC 2.7.7.7)	DNA polymerase III subunit beta [EC:2.7.7.7]	K02338	core genome single copy	CDS	PA0002	1104	368	40.7	4.89	Cytoplasmic [Class 3]	gene1	0.2226	-0.3149	0.193	-0.7244	-1.5195	-0.0428	0.3155	-0.1285	-0.747	-0.9151	-0.3856	-0.7169	0.2678	0.0741	-0.3307	-0.1097	0.9029	-0.1355	-0.2146	-0.208	1.0332	0.8794	1.5231	1.8553	1.8336	1.4408	-0.223	-4.0231	-0.5116	0.5058	0.783	-0.1404	-0.7392	0.3784	-0.1301	0.5704	0.1313	-1.0512	-2.5528	0.2953
PA14_00030	PA14_00030	PA14_RS00015	recF	recombination protein F	DNA recombination and repair protein RecF	DNA replication and repair protein RecF	K03629	core genome single copy	CDS	PA0003	1110	370	41.5	8.15	Cytoplasmic [Class 3]	gene2	1.4914	0.5207	-0.6887	-1.3641	0.2017	-0.9522	-0.2487	1.9816	0.2795	0.0953	-0.8698	0.6457	0.1425	-0.0933	-0.386	-1.1601	-0.7134	-1.0596	0.1115	-0.3086	1.0775	-0.2443	0.182	1.6297	0.3798	0.4915	2.1132	0.5539	-0.8532	0.1876	-0.4248	1.6231	-0.3853	-0.1204	-0.013	-1.9306	0.743	0.4746	0.0818	-0.5265
PA14_00050	PA14_00050	PA14_RS00020	gyrB	DNA gyrase subunit B	DNA gyrase subunit B (EC 5.99.1.3)	DNA gyrase subunit B [EC:5.99.1.3]	K02470	core genome single copy	CDS	PA0004	2421	807	90.2	5.74	Cytoplasmic [Class 3]	gene3	1.0032	0.6743	0.9577	-0.0576	-0.8593	-0.2658	0.0765	0.5466	0.5692	0.6532	0.2468	-0.1053	-0.3779	-0.8558	-0.1645	-0.4141	-0.5301	-0.5791	0.4888	-0.0492	1.3372	0.405	2.4419	2.6471	-7.6462	0.4568	0.829	-6.1876	0.8205	0.9598	-0.0141	-0.5549	-1.9426	0.0599	-2.4654	0.0358	0.7055	-3.6956	-2.8905	-0.1801
PA14_00060	PA14_00060	PA14_RS00025		acyltransferase	Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	K00655	core genome single copy	CDS	PA0005	774	258	28.7	10.23	Cytoplasmic Membrane [Class 3]	gene4	-0.1187	0.2576	0.1564	-0.1731	-0.782	0.4409	0.5288	-0.2908	-0.2132	0.5766	0.2095	0.3393	-0.7438	0.013	-0.3623	-0.1811	0.1295	0.2416	-0.0296	0.0582	1.1689	1.0014	1.1826	-3.5305	-2.4155	0.8583	-0.4795	-2.0474	0.2697	0.3056	1.7127	0.2758	-1.5448	-0.0939	-0.306	-1.7309	-0.6205	-1.2185	-2.2178	0.3302
PA14_00070	PA14_00070	PA14_RS00030		D,D-heptose 1,7-bisphosphate phosphatase	Histidinol-phosphatase (EC 3.1.3.15)	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	K03273	core genome single copy	CDS	PA0006	537	179	19.1	4.68	Cytoplasmic [Class 3]	gene5	-0.8867	0.6937	0.0577	-0.2315	-0.6918	-0.1592	-0.3844	0.3583	0.0926	0.0097	1.1801	0.5495	0.2899	0.4797	-0.0962	0.6735	0.4793	1.4269	0.9243	0.8036	-0.7264	0.4437	0.0888	-2.4224	-1.4971	-0.1427	-0.5029	-0.65	-0.635	-0.7323	0.3283	0.3741	-1.2715	0	-1.3189	0.704	-0.7096	-0.3774	-1.0925	-0.0569
PA14_00080	PA14_00080	PA14_RS00035		hypothetical protein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA0007	1707	569	61.9	7.91	Unknown (This protein may have multiple localization sites) [Class 3]	gene6	-0.0788	-0.0403	-0.1107	1.1669	-0.7845	-0.3137	0.5954	0.9443	0.0095	1.0177	1.2847	0.4113	0.5766	0.8813	0.3245	0.2692	0.6402	0.7755	1.0807	1.2884	-0.3431	0.4076	0.0042	-2.2462	-1.7854	0.3235	-0.4764	-0.3157	-0.2532	-0.4972	-0.4254	0.2557	-1.3893	-0.9738	0.8374	-2.0043	-1.5907	-2.4223	-1.9689	-0.4519
PA14_00090	PA14_00090	PA14_RS00040	glyS	glycyl-tRNA synthetase subunit beta	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	K01879	core genome single copy	CDS	PA0008	2055	685	73.9	4.84	Cytoplasmic [Class 3]	gene7	0.318	1.5552	0.2081	-0.3986	-1.7959	-0.2306	0.26	-0.0287	0.0429	0.5741	0.5226	-0.4174	0.8252	0.0301	-0.1242	-0.1652	-0.1742	0.392	0.3478	-0.4565	1.601	1.138	0.7847	-3.0583	-1.6331	0.098	-0.3142	-2.725	-0.8746	0.2023	-0.9598	0.6041	-0.1974	0.0707	-1.5152	0.8895	0.6342	-1.0835	-0.2327	-0.2083
PA14_00100	PA14_00100	PA14_RS00045	glyQ	glycyl-tRNA synthetase subunit alpha	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	K01878	core genome single copy	CDS	PA0009	948	316	36.1	4.7	Cytoplasmic [Class 3]	gene8	0.2348	0.9733	0.3514	0.793	-0.4895	-0.3347	0.1885	-0.0715	0.1759	-0.1679	-1.0124	-0.4267	0.7954	0.0339	0.4187	-0.0835	-0.4134	-0.1962	0.4378	0.0888	-0.0572	0.9775	0.8389	-3.0427	-0.6614	0.158	-0.6119	-4.3706	-0.7533	0.5767	0.1978	-0.5133	-2.4692	-0.4193	-0.563	-1.0811	0.3664	0.7409	-2.9548	0.3559
PA14_00110	PA14_00110	PA14_RS00050	tag	DNA-3-methyladenine glycosidase I	DNA-3-methyladenine glycosylase (EC 3.2.2.20)	DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	K01246	core genome single copy	CDS	PA0010	552	184	20.8	4.63	Cytoplasmic [Class 3]	gene9	-0.3125	-0.6941	-0.8414	-0.1325	-0.0622	0.031	-0.5778	0.2792	-0.1056	-0.7986	0.1038	0.839	-1.3649	0.1752	-0.0151	0.8118	0.6613	-0.1326	0.2609	-0.2495	0.8851	0.6415	0.2211	-1.1615	-1.5291	0.96	-0.0688	0.857	-0.6243	0.0305	0.3417	-0.4951	-0.5814	-0.09	0.819	0.7187	-2.0749	0.6475	-0.4765	-0.5479
PA14_00120	PA14_00120	PA14_RS00055		lipid A biosynthesis lauroyl acyltransferase	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.241)	Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]	K02517	core genome single copy	CDS	PA0011	888	296	33	9.84	Cytoplasmic Membrane [Class 3]	gene10	0.3377	0.7401	0.7808	0.5706	-0.5087	-0.3201	1.0725	0.1895	0.5504	0.5324	-0.1365	0.0975	0.3074	-0.6296	0.0656	-0.2611	0.1565	-0.4323	0.6832	-0.1808	0.7574	0.1805	0.9622	-2.0902	-1.6608	0.2795	-0.4023	-1.9658	-0.4262	0.1813	-0.2075	0.5031	-1.716	-0.1729	-1.1055	-0.5988	0.6004	-0.702	-1.9316	-0.0515
PA14_00130	PA14_00130	PA14_RS00060		hypothetical protein	hypothetical protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA0012	267	89	9.8	5.64	Unknown [Class 3]	gene11	-0.0704	0.081	0.2978	-0.1637	-0.0766	-0.6738	0.3057	-0.0087	1.1438	0.2441	-0.0709	-0.3134	-0.0773	-0.3432	-1.2637	-0.3351	0.017	0.4279	0.5448	0.394	1.0468	1.1983	0.237	-1.4321	0.3492	0.8525	0.3415	-0.0992	-0.8683	-1.3043	-0.5527	0.3122	0.3793	-0.3416	0.3372	0.1446	0.6858	-1.6253	-0.1263	0.0993
PA14_00140	PA14_00140	PA14_RS00065		hypothetical protein	Putative preQ0 transporter YhhQ	uncharacterized protein	K09125	core genome single copy	CDS	PA0013	654	218	24.2	10.58	Cytoplasmic Membrane [Class 3]	gene12	-0.0669	1.363	0.0894	0.6614	0.0351	-0.3887	0.1673	-0.5084	0.2582	0.0511	-0.0654	-0.5379	-0.1525	-0.3856	-0.0297	-0.7749	-0.711	-0.3018	0.3246	0.2716	-0.1773	0.7542	0.3624	-0.8943	-0.74	1.0711	-0.1455	-0.2458	-0.9203	0.1159	0.8088	-0.539	-1.1281	0.6192	0.3979	-0.6815	1.8277	0.8758	-1.2442	0.113
PA14_00150	PA14_00150	PA14_RS00070		hypothetical protein		No KO term assigned	No KO term assigned	core genome single copy	CDS	PA0014	273	91	10	7.9	Unknown [Class 3]	gene13	0.8011	-0.9251	-0.3049	-0.211	0.5107	-0.2037	-1.5883	-0.5406	0.4063	-0.6925	-0.2959	-0.36	-0.6512	-0.1244	0.2643	-0.3067	-0.6608	-0.4601	-0.009	-1.1936	-0.3769	-0.2727	0.3357	0.7969	0.2861	0.7374	0.1272	0.8545	0.0955	0.1986	-0.4738	0.4706	0.5463	0.142	0.9229	0.7101	0.3052	2.0781	-0.392	-0.3801
PA14_00160	PA14_00160	PA14_RS00075		hypothetical protein	FIG140336: TPR domain protein	No KO term assigned	No KO term assigned	core genome single copy	CDS	PA0015	318	106	11.4	8.49	Unknown [Class 3]	gene14	-0.3234	0.9383	-0.0318	0.1602	-1.4747	0.348	0.6954	-0.1629	-0.2302	0.333	0.1421	0.421	1.2822	-0.7592	0.115	0.0777	0.4673	0.3623	0.0431	0.376	0.6632	0.8555	0.7215	-0.8226	0.5667	0.8363	-1.4141	-1.8234	-1.0799	-0.6682	-0.6881	-0.3872	-0.8197	0.236	-1.9134	0.4384	-0.414	-1.0745	-0.4812	0.4436
PA14_00170	PA14_00170	PA14_RS00080	trkA	potassium transporter peripheral membrane protein	Trk potassium uptake system protein TrkA	trk system potassium uptake protein	K03499	core genome single copy	CDS	PA0016	1374	458	49.9	5.05	Cytoplasmic Membrane [Class 3]	gene15	0.8137	-0.1065	0.3434	0.4833	-1.4043	0.4653	0.6008	-0.2723	-0.8287	-0.3614	0.0029	-0.9803	-0.3476	-0.1977	0.2445	0.2667	0.0881	-0.301	-0.5894	-0.6916	1.0082	0.7437	1.1831	0.3077	1.815	1.1736	0.1433	-2.4343	0.3534	-0.0911	-0.4181	-0.7908	-0.6477	-0.5045	-2.0647	-0.6	-0.3849	-1.171	-1.0323	0.0181
PA14_00180	PA14_00180	PA14_RS00085	sun	tRNA and rRNA cytosine-C5-methylases	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	K03500	core genome single copy	CDS	PA0017	1305	435	47.1	7.97	Cytoplasmic [Class 3]	gene16	0.4934	0.8429	0.475	0.1343	-0.5813	-0.3025	0.7087	0.6519	1.9305	1.3386	-0.0145	-0.6755	0.0291	-0.8293	0.6949	-0.2082	-0.4315	0.1675	-0.2466	-0.1844	-0.0336	0.0313	0.4103	0.7487	1.3877	0.5476	-0.5696	-0.017	-0.4811	-0.9262	-0.3453	0.2855	-1.8351	-1.1969	-1.2247	-0.5506	0.4714	0.6449	-0.2109	-0.7577
PA14_00190	PA14_00190	PA14_RS00090	fmt	methionyl-tRNA formyltransferase	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	methionyl-tRNA formyltransferase [EC:2.1.2.9]	K00604	core genome single copy	CDS	PA0018	945	315	33	6.72	Periplasmic [Class 3]	gene17	0.4043	0.12	0.0559	-0.374	-0.4941	-0.34	0.3961	0.0692	0.2988	-0.1723	-0.2105	0.1907	-0.0543	0.4088	-0.9065	-0.471	1.3521	0.3615	0.8241	-0.4485	0.1932	0.1831	-0.2229	2.4929	1.9111	0.0802	0.0739	1.1433	-0.713	-0.7128	-0.7499	-0.3488	-0.5987	0.0847	-0.7456	-0.3177	2.0599	0.7146	0.6377	0.2703
